"TIME","GEO","INDIC_IL","UNIT","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"2011","Germany (until 1990 former territory of the FRG)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","25,152",""
"2011","Estonia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","7,909",""
"2011","Ireland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","27,811",""
"2011","Greece","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","15,961",""
"2011","Spain","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","20,744",""
"2011","France","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","25,624","b"
"2011","Croatia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","8,958",""
"2011","Italy","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,000",""
"2011","Cyprus","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,736",""
"2011","Latvia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","6,769",""
"2011","Lithuania","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","5,851",""
"2011","Luxembourg","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","48,049",""
"2011","Hungary","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","6,843",""
"2011","Malta","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","17,951",""
"2011","Netherlands","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","26,334",""
"2011","Austria","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","27,824",""
"2011","Poland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","7,695",""
"2011","Portugal","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","16,327",""
"2011","Romania","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","3,912",""
"2011","Slovenia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","16,546",""
"2011","Slovakia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","8,294",""
"2011","Finland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","28,420",""
"2011","Sweden","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","25,255",""
"2011","United Kingdom","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,934",""
"2011","Iceland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","22,147",""
"2011","Norway","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","43,228",""
"2011","Switzerland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","45,322",""
"2011","North Macedonia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years",":",""
"2011","Serbia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years",":",""
"2011","Turkey","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","8,498",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","22,037","e"
"2012","European Union - 28 countries","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","22,036",""
"2012","European Union - 27 countries (2007-2013)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","22,105",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,828","e"
"2012","Euro area (19 countries)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,540",""
"2012","Euro area (18 countries)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,723",""
"2012","Belgium","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","26,348",""
"2012","Bulgaria","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","4,271",""
"2012","Czechia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","10,873",""
"2012","Denmark","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","33,768",""
"2012","Germany (until 1990 former territory of the FRG)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","25,601",""
"2012","Estonia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","8,832",""
"2012","Ireland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","26,647",""
"2012","Greece","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","13,234",""
"2012","Spain","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","20,506",""
"2012","France","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","26,349",""
"2012","Croatia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","8,847",""
"2012","Italy","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,261",""
"2012","Cyprus","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,568",""
"2012","Latvia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","7,087",""
"2012","Lithuania","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","6,790",""
"2012","Luxembourg","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","47,352",""
"2012","Hungary","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","6,709",""
"2012","Malta","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","18,143",""
"2012","Netherlands","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","26,019",""
"2012","Austria","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","27,786",""
"2012","Poland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","7,798",""
"2012","Portugal","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","14,946",""
"2012","Romania","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","3,979",""
"2012","Slovenia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","16,644",""
"2012","Slovakia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","9,041",""
"2012","Finland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","29,373",""
"2012","Sweden","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","28,146",""
"2012","United Kingdom","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","26,568","b"
"2012","Iceland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","22,864",""
"2012","Norway","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","46,032",""
"2012","Switzerland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","51,286",""
"2012","North Macedonia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","3,429",""
"2012","Serbia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years",":",""
"2012","Turkey","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","8,017",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","21,848","e"
"2013","European Union - 28 countries","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","21,848",""
"2013","European Union - 27 countries (2007-2013)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","21,922",""
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,582","e"
"2013","Euro area (19 countries)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,299",""
"2013","Euro area (18 countries)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,483",""
"2013","Belgium","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","28,224",""
"2013","Bulgaria","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","4,676",""
"2013","Czechia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","10,812",""
"2013","Denmark","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","34,236",""
"2013","Germany (until 1990 former territory of the FRG)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","25,360",""
"2013","Estonia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","9,543",""
"2013","Ireland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","27,226",""
"2013","Greece","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","11,633",""
"2013","Spain","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","19,419",""
"2013","France","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","26,451",""
"2013","Croatia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","8,190",""
"2013","Italy","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","22,525",""
"2013","Cyprus","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","21,988",""
"2013","Latvia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","7,468",""
"2013","Lithuania","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","6,877",""
"2013","Luxembourg","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","48,510",""
"2013","Hungary","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","6,493",""
"2013","Malta","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","19,011",""
"2013","Netherlands","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","26,001",""
"2013","Austria","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","28,133",""
"2013","Poland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","7,767",""
"2013","Portugal","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","14,908",""
"2013","Romania","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","3,989",""
"2013","Slovenia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","15,944",""
"2013","Slovakia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","8,621",""
"2013","Finland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","30,329",""
"2013","Sweden","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","30,107",""
"2013","United Kingdom","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","26,071",""
"2013","Iceland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","24,086",""
"2013","Norway","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","49,710",""
"2013","Switzerland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","53,436",""
"2013","North Macedonia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","3,376",""
"2013","Serbia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","4,196",""
"2013","Turkey","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","8,061",""
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","22,389","e"
"2014","European Union - 28 countries","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","22,389",""
"2014","European Union - 27 countries (2007-2013)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","22,460",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,532","e"
"2014","Euro area (19 countries)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,368",""
"2014","Euro area (18 countries)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","23,532",""
"2014","Belgium","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","29,095",""
"2014","Bulgaria","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","5,215",""
"2014","Czechia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","10,335",""
"2014","Denmark","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","34,037",""
"2014","Germany (until 1990 former territory of the FRG)","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","26,177",""
"2014","Estonia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","10,621","b"
"2014","Ireland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","27,388",""
"2014","Greece","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","10,980",""
"2014","Spain","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","19,129",""
"2014","France","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","26,246",""
"2014","Croatia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","8,234",""
"2014","Italy","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","21,913",""
"2014","Cyprus","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","20,295",""
"2014","Latvia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","8,318",""
"2014","Lithuania","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","7,645",""
"2014","Luxembourg","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","48,388",""
"2014","Hungary","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","6,672",""
"2014","Malta","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","19,794",""
"2014","Netherlands","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","26,425",""
"2014","Austria","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","28,813",""
"2014","Poland","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","8,001",""
"2014","Portugal","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","14,467",""
"2014","Romania","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","4,083",""
"2014","Slovenia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","15,839",""
"2014","Slovakia","Median equivalised net income","Euro","Tertiary education (levels 5-8)","Total","From 18 to 64 years","8,846",""
